Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List,Preparation_Steps,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability,Cluster,Silhouette
R2786,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,87,Easy,U789,Vegan,5,Feedback 2786,2024-09-01,Spring,Lunch,5,307,Soy,19.4,373,No,2,0.2368186722996067
R2787,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,17,Hard,U172,Vegetarian,2,Feedback 2787,2024-05-22,Winter,Casual,3,545,Dairy,18.97,316,No,4,0.2633483976578537
R2788,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,65,Medium,U922,Gluten-Free,2,Feedback 2788,2024-08-17,Fall,Party,5,467,,11.67,240,Yes,0,0.38599886667489425
R2789,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,53,Easy,U645,None,2,Feedback 2789,2024-07-20,Fall,Party,6,523,Gluten,18.86,203,Yes,1,0.30717550686879425
R2790,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,15,Easy,U906,None,2,Feedback 2790,2024-02-06,Winter,Party,6,218,Gluten,7.98,303,No,1,0.2226184274139302
R2791,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,32,Medium,U549,None,1,Feedback 2791,2024-09-07,Winter,Lunch,3,616,,10.92,257,Yes,3,0.3410388678425166
R2792,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,31,Medium,U310,Gluten-Free,5,Feedback 2792,2024-02-08,Spring,Dinner,1,686,,7.0,270,No,0,0.2956320409392658
R2793,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,22,Hard,U253,Vegetarian,4,Feedback 2793,2024-05-17,Fall,Casual,4,246,Dairy,7.72,103,No,4,0.22830512408558226
R2794,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,30,Easy,U946,None,2,Feedback 2794,2024-12-14,Winter,Casual,5,708,Gluten,17.11,126,Yes,1,0.25284074990099975
R2795,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,37,Medium,U945,Gluten-Free,1,Feedback 2795,2024-08-16,Winter,Casual,3,461,,7.46,204,Yes,0,0.32843283018989816
R2796,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,54,Medium,U815,Gluten-Free,1,Feedback 2796,2024-10-22,Winter,Lunch,1,738,,16.65,73,Yes,0,0.25793568565761327
R2797,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,31,Easy,U657,Vegan,2,Feedback 2797,2024-04-25,Spring,Dinner,2,467,Soy,5.67,210,Yes,2,0.2837491045451214
R2798,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,36,Easy,U212,None,4,Feedback 2798,2024-05-15,Fall,Dinner,1,520,Gluten,8.59,159,No,1,0.3128179346031097
R2799,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,37,Hard,U232,Vegetarian,1,Feedback 2799,2024-05-17,Spring,Casual,4,569,Dairy,11.48,396,No,4,0.34573848931069334
R2800,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,63,Hard,U917,Vegetarian,1,Feedback 2800,2024-09-08,Spring,Lunch,4,237,Dairy,10.06,180,No,4,0.3027801064914867
R2801,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,65,Hard,U883,Vegetarian,1,Feedback 2801,2024-12-31,Summer,Casual,3,503,Dairy,19.75,258,No,4,0.31251488029971325
R2802,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,27,Easy,U440,Vegan,3,Feedback 2802,2024-04-01,Fall,Party,2,360,Soy,18.83,373,Yes,2,0.27473940125213875
R2803,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,76,Easy,U689,Vegan,5,Feedback 2803,2024-02-08,Summer,Lunch,6,684,Soy,16.6,121,Yes,2,0.26978257131754696
R2804,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,81,Medium,U974,Gluten-Free,4,Feedback 2804,2024-08-16,Fall,Party,6,444,,6.57,395,No,0,0.2798176255452098
R2805,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,47,Easy,U597,Vegan,1,Feedback 2805,2024-07-03,Winter,Lunch,5,741,Soy,16.66,230,Yes,2,0.30489064385178866
R2806,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,40,Easy,U498,None,1,Feedback 2806,2024-08-12,Fall,Party,3,480,Gluten,11.9,270,Yes,1,0.3746556251162564
R2807,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,37,Medium,U207,Gluten-Free,3,Feedback 2807,2024-06-19,Spring,Dinner,6,524,,12.3,186,Yes,0,0.36571870570542697
R2808,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,50,Hard,U701,Vegetarian,4,Feedback 2808,2024-01-07,Spring,Party,2,660,Dairy,17.17,375,No,4,0.3213811700035707
R2809,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,90,Easy,U204,None,2,Feedback 2809,2024-03-05,Fall,Dinner,3,263,Gluten,14.96,210,Yes,1,0.24420767306016652
R2810,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,67,Medium,U968,None,4,Feedback 2810,2024-06-11,Fall,Dinner,5,320,,11.49,254,Yes,3,0.3339612731696573
R2811,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,45,Medium,U313,None,5,Feedback 2811,2024-07-29,Winter,Dinner,6,607,,11.35,53,Yes,3,0.28434823445441865
R2812,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,47,Hard,U459,Vegetarian,1,Feedback 2812,2024-08-16,Winter,Lunch,5,404,Dairy,16.53,55,Yes,4,0.29212314794189703
R2813,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,28,Easy,U711,Vegan,3,Feedback 2813,2024-03-19,Winter,Lunch,3,533,Soy,17.59,279,Yes,2,0.3196468757130105
R2814,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,71,Easy,U136,Vegan,4,Feedback 2814,2024-02-02,Winter,Party,3,252,Soy,8.4,317,Yes,2,0.2864542027328486
R2815,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,57,Easy,U625,None,4,Feedback 2815,2024-07-30,Winter,Casual,6,201,Gluten,12.84,164,Yes,1,0.2765338051017708
R2816,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,76,Medium,U960,None,4,Feedback 2816,2024-04-26,Winter,Lunch,3,670,,16.54,129,Yes,3,0.2653567880663042
R2817,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,39,Hard,U843,Vegetarian,2,Feedback 2817,2024-11-11,Fall,Dinner,4,383,Dairy,19.76,69,No,4,0.2513592373669138
R2818,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,34,Hard,U327,Vegetarian,2,Feedback 2818,2024-08-09,Winter,Casual,3,264,Dairy,5.91,381,Yes,4,0.2463847741067161
R2819,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,34,Hard,U534,Vegetarian,5,Feedback 2819,2024-07-16,Summer,Party,6,431,Dairy,8.39,449,Yes,4,0.28690374858988726
R2820,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,55,Hard,U291,Vegetarian,5,Feedback 2820,2024-07-31,Winter,Lunch,4,646,Dairy,18.01,83,Yes,4,0.2862915411750523
R2821,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,67,Medium,U479,Gluten-Free,2,Feedback 2821,2024-04-28,Summer,Lunch,4,794,,16.41,205,No,0,0.27797207721081985
R2822,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,26,Easy,U768,Vegan,4,Feedback 2822,2024-11-28,Winter,Casual,5,496,Soy,9.51,348,Yes,2,0.3252371438948449
R2823,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,34,Hard,U872,Vegetarian,5,Feedback 2823,2024-12-24,Winter,Lunch,5,367,Dairy,11.68,441,Yes,4,0.30178493607405865
R2824,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,50,Easy,U895,None,5,Feedback 2824,2024-10-26,Summer,Party,5,508,Gluten,6.45,59,No,1,0.250355786383853
R2825,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,21,Easy,U912,None,2,Feedback 2825,2024-08-27,Summer,Casual,4,209,Gluten,17.8,216,No,1,0.2283743130074355
R2826,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,30,Easy,U456,Vegan,3,Feedback 2826,2024-10-17,Summer,Party,3,783,Soy,12.37,426,Yes,2,0.25608789515377756
R2827,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,23,Easy,U906,Vegan,5,Feedback 2827,2024-07-06,Summer,Casual,2,531,Soy,9.73,311,Yes,2,0.32221305313038334
R2828,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,44,Medium,U738,Gluten-Free,2,Feedback 2828,2024-03-17,Spring,Lunch,6,479,,7.43,325,Yes,0,0.3478766983884874
R2829,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,41,Easy,U125,Vegan,3,Feedback 2829,2024-07-25,Winter,Casual,1,784,Soy,12.9,150,Yes,2,0.2791710998925577
R2830,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,50,Hard,U471,Vegetarian,1,Feedback 2830,2024-08-06,Spring,Party,6,337,Dairy,8.01,258,Yes,4,0.336492364776449
R2831,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,59,Medium,U971,None,1,Feedback 2831,2024-04-14,Winter,Party,2,608,,15.74,337,Yes,3,0.34431020124904294
R2832,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,85,Easy,U111,None,1,Feedback 2832,2024-08-01,Fall,Dinner,4,319,Gluten,10.69,283,No,1,0.28230852286681457
R2833,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,54,Medium,U256,None,5,Feedback 2833,2024-12-25,Summer,Dinner,4,251,,15.11,76,No,3,0.25832022538274807
R2834,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,89,Medium,U359,Gluten-Free,5,Feedback 2834,2024-08-23,Fall,Dinner,3,469,,16.38,390,Yes,0,0.2800799977103074
R2835,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,80,Medium,U966,None,1,Feedback 2835,2024-09-09,Winter,Casual,6,503,,15.75,421,No,3,0.28324349107262653
R2836,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,49,Medium,U979,None,2,Feedback 2836,2024-11-27,Spring,Dinner,3,346,,5.85,458,No,3,0.25301521405929234
R2837,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,47,Hard,U312,Vegetarian,5,Feedback 2837,2024-01-29,Winter,Lunch,2,450,Dairy,15.71,207,Yes,4,0.37578322192819336
R2838,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,86,Medium,U954,Gluten-Free,3,Feedback 2838,2024-10-21,Winter,Dinner,6,620,,16.93,343,Yes,0,0.2857533345759172
R2839,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,23,Medium,U187,None,3,Feedback 2839,2024-11-22,Spring,Casual,5,785,,18.61,144,No,3,0.2143473121439557
R2840,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,41,Easy,U309,Vegan,4,Feedback 2840,2024-03-11,Summer,Party,6,579,Soy,10.96,183,Yes,2,0.3572046723145157
R2841,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,40,Medium,U397,None,1,Feedback 2841,2024-09-08,Spring,Lunch,3,386,,15.27,166,Yes,3,0.3294917410592241
R2842,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,43,Easy,U456,None,2,Feedback 2842,2024-05-11,Spring,Dinner,5,525,Gluten,16.95,425,Yes,1,0.307828174154577
R2843,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,63,Medium,U359,None,4,Feedback 2843,2024-09-17,Winter,Casual,2,500,,17.3,203,No,3,0.32812795842466835
R2844,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,64,Hard,U560,Vegetarian,1,Feedback 2844,2024-04-24,Winter,Party,5,358,Dairy,16.88,222,No,4,0.3392735961860428
R2845,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,90,Medium,U277,None,5,Feedback 2845,2024-07-13,Winter,Dinner,1,542,,13.98,341,No,3,0.28050317610737663
R2846,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,41,Medium,U990,Gluten-Free,2,Feedback 2846,2024-08-25,Spring,Dinner,4,333,,13.64,351,Yes,0,0.3505846585073188
R2847,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,86,Easy,U862,Vegan,4,Feedback 2847,2024-11-04,Summer,Dinner,6,434,Soy,19.58,392,Yes,2,0.25115499679593856
R2848,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,66,Easy,U140,None,1,Feedback 2848,2024-03-15,Fall,Dinner,3,240,Gluten,17.57,410,No,1,0.2518907947145255
R2849,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,44,Hard,U578,Vegetarian,5,Feedback 2849,2024-06-01,Summer,Dinner,5,462,Dairy,14.01,393,No,4,0.36017836418871385
R2850,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,20,Easy,U502,Vegan,3,Feedback 2850,2024-02-11,Winter,Dinner,1,245,Soy,12.9,316,Yes,2,0.2772974264816766
R2851,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,39,Easy,U529,None,1,Feedback 2851,2024-07-23,Summer,Dinner,2,328,Gluten,19.36,423,Yes,1,0.25167858566608015
R2852,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,21,Easy,U952,Vegan,2,Feedback 2852,2024-11-06,Fall,Party,4,743,Soy,16.46,430,No,2,0.23750869099913616
R2853,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,23,Easy,U874,None,5,Feedback 2853,2024-07-05,Summer,Lunch,1,758,Gluten,6.46,90,Yes,1,0.20169514142935857
R2854,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,81,Hard,U192,Vegetarian,1,Feedback 2854,2024-02-18,Spring,Casual,6,769,Dairy,6.48,141,No,4,0.24070878038039545
R2855,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,27,Medium,U903,None,3,Feedback 2855,2024-09-04,Spring,Lunch,2,721,,18.14,272,No,3,0.2625847015323493
R2856,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,55,Easy,U943,Vegan,4,Feedback 2856,2024-03-23,Summer,Dinner,2,404,Soy,18.26,193,No,2,0.3290941384542393
R2857,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,61,Easy,U434,None,3,Feedback 2857,2024-02-20,Spring,Dinner,5,485,Gluten,9.17,311,No,1,0.35321681770937763
R2858,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,82,Easy,U367,None,5,Feedback 2858,2024-02-13,Summer,Casual,3,313,Gluten,14.93,319,Yes,1,0.2857520234169411
R2859,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,28,Easy,U897,Vegan,2,Feedback 2859,2024-06-25,Summer,Casual,3,781,Soy,16.33,110,No,2,0.23692042531085558
R2860,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,68,Hard,U819,Vegetarian,2,Feedback 2860,2024-06-30,Spring,Lunch,6,748,Dairy,17.64,455,Yes,4,0.2510408659121187
R2861,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,77,Easy,U382,Vegan,3,Feedback 2861,2024-04-25,Fall,Casual,2,682,Soy,13.58,129,No,2,0.28547325447341027
R2862,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,23,Easy,U812,Vegan,4,Feedback 2862,2024-10-20,Spring,Dinner,4,560,Soy,5.35,382,No,2,0.25109581381605006
R2863,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,69,Hard,U561,Vegetarian,4,Feedback 2863,2024-03-01,Winter,Party,4,693,Dairy,9.13,248,Yes,4,0.33393327896126324
R2864,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,81,Hard,U116,Vegetarian,5,Feedback 2864,2024-07-27,Spring,Lunch,6,603,Dairy,17.9,453,Yes,4,0.2578648642499579
R2865,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,69,Hard,U331,Vegetarian,4,Feedback 2865,2024-07-29,Fall,Casual,4,461,Dairy,11.27,482,No,4,0.3014582575340914
R2866,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,68,Medium,U944,Gluten-Free,1,Feedback 2866,2024-03-10,Fall,Lunch,6,638,,10.98,361,No,0,0.3520323595535219
R2867,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,40,Medium,U417,Gluten-Free,5,Feedback 2867,2024-07-30,Spring,Casual,6,719,,8.09,146,Yes,0,0.28798735931083536
R2868,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,37,Medium,U668,None,5,Feedback 2868,2024-09-22,Fall,Dinner,6,328,,7.83,267,Yes,3,0.3100247751289957
R2869,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,28,Hard,U430,Vegetarian,1,Feedback 2869,2024-10-19,Winter,Casual,6,651,Dairy,17.32,237,Yes,4,0.3059534100233859
R2870,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,87,Easy,U881,Vegan,1,Feedback 2870,2024-08-27,Spring,Party,1,451,Soy,7.26,327,Yes,2,0.2733838323286375
R2871,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,67,Medium,U564,Gluten-Free,1,Feedback 2871,2024-01-14,Fall,Casual,4,657,,14.58,351,Yes,0,0.3479108204338452
R2872,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,39,Easy,U930,None,1,Feedback 2872,2024-10-21,Winter,Lunch,3,381,Gluten,18.28,304,Yes,1,0.30690572918206804
R2873,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,65,Medium,U807,Gluten-Free,1,Feedback 2873,2024-03-14,Fall,Dinner,3,772,,17.75,166,Yes,0,0.2660539964909913
R2874,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,68,Easy,U767,Vegan,3,Feedback 2874,2024-06-22,Spring,Dinner,4,782,Soy,14.25,466,No,2,0.25335701294611274
R2875,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,40,Easy,U528,Vegan,2,Feedback 2875,2024-10-20,Fall,Dinner,3,696,Soy,18.58,282,Yes,2,0.2942800399694933
R2876,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,31,Easy,U478,Vegan,3,Feedback 2876,2024-03-07,Spring,Party,4,680,Soy,17.01,439,No,2,0.2678557824305493
R2877,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,69,Hard,U187,Vegetarian,4,Feedback 2877,2024-12-31,Spring,Lunch,2,419,Dairy,13.78,458,Yes,4,0.311036344694782
R2878,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,74,Medium,U600,None,5,Feedback 2878,2024-03-17,Summer,Casual,2,715,,7.03,341,Yes,3,0.2601797635349057
R2879,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,22,Hard,U329,Vegetarian,3,Feedback 2879,2024-11-21,Spring,Lunch,4,510,Dairy,14.76,307,Yes,4,0.32593103467069007
R2880,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,26,Hard,U425,Vegetarian,1,Feedback 2880,2024-04-30,Winter,Casual,4,568,Dairy,8.15,449,No,4,0.26885067255529255
R2881,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,82,Medium,U371,None,3,Feedback 2881,2024-11-01,Winter,Casual,1,511,,19.38,97,No,3,0.229300848588306
R2882,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,80,Medium,U779,None,5,Feedback 2882,2024-12-17,Winter,Casual,1,462,,17.95,221,Yes,3,0.2832472941081169
